"Latest: Time (s)","Latest: Force (N)","Latest: Force 4 (N)","Latest: Force 2 (N)","Latest: Force 3 (N)","Latest: Total Force (N)"
9032,714.29,405.37,280.83,338.22,1738.71
9034,714.29,405.37,282.05,338.22,1739.93
9036,714.29,404.15,282.05,338.22,1738.71
9038,714.29,405.37,282.05,338.22,1739.93
9040,714.29,405.37,282.05,338.22,1739.93
9042,713.06,405.37,282.05,338.22,1738.7
9044,715.51,405.37,282.05,338.22,1741.15
9046,714.29,404.15,280.83,338.22,1737.49
9048,714.29,405.37,282.05,339.44,1741.15
9050,714.29,404.15,280.83,338.22,1737.49
9052,714.29,404.15,280.83,338.22,1737.49
9054,714.29,404.15,282.05,338.22,1738.71
9056,714.29,402.93,280.83,339.44,1737.49
9058,714.29,405.37,282.05,338.22,1739.93
9060,715.51,404.15,282.05,338.22,1739.93
9062,715.51,404.15,280.83,339.44,1739.93
9064,715.51,404.15,282.05,338.22,1739.93
9066,715.51,404.15,280.83,338.22,1738.71
9068,714.29,404.15,282.05,338.22,1738.71
9070,714.29,404.15,282.05,339.44,1739.93
9072,714.29,405.37,282.05,339.44,1741.15
9074,714.29,405.37,282.05,339.44,1741.15
9076,714.29,404.15,282.05,338.22,1738.71
9078,714.29,405.37,282.05,338.22,1739.93
9080,715.51,405.37,282.05,339.44,1742.37
9082,714.29,405.37,282.05,338.22,1739.93
9084,714.29,404.15,282.05,339.44,1739.93
9086,714.29,404.15,280.83,339.44,1738.71
9088,714.29,404.15,282.05,339.44,1739.93
9090,714.29,404.15,280.83,338.22,1737.49
9092,714.29,404.15,282.05,338.22,1738.71
9094,714.29,404.15,280.83,338.22,1737.49
9096,714.29,404.15,282.05,338.22,1738.71
9098,714.29,404.15,282.05,338.22,1738.71
9100,714.29,404.15,280.83,338.22,1737.49
9102,714.29,404.15,282.05,338.22,1738.71
9104,714.29,405.37,282.05,338.22,1739.93
9106,714.29,404.15,282.05,338.22,1738.71
9108,714.29,404.15,280.83,338.22,1737.49
9110,714.29,405.37,282.05,339.44,1741.15
9112,714.29,404.15,282.05,338.22,1738.71
9114,714.29,404.15,282.05,339.44,1739.93
9116,714.29,404.15,282.05,338.22,1738.71
9118,714.29,405.37,282.05,338.22,1739.93
9120,714.29,404.15,282.05,339.44,1739.93
9122,714.29,404.15,280.83,339.44,1738.71
9124,714.29,404.15,282.05,338.22,1738.71
9126,714.29,404.15,282.05,338.22,1738.71
9128,715.51,405.37,282.05,338.22,1741.15
9130,714.29,404.15,282.05,338.22,1738.71
9132,715.51,404.15,282.05,338.22,1739.93
9134,715.51,404.15,282.05,338.22,1739.93
9136,715.51,404.15,282.05,338.22,1739.93
9138,714.29,405.37,282.05,338.22,1739.93
9140,715.51,405.37,282.05,338.22,1741.15
9142,715.51,404.15,283.27,338.22,1741.15
9144,715.51,404.15,282.05,338.22,1739.93
9146,715.51,404.15,282.05,339.44,1741.15
9148,714.29,404.15,282.05,338.22,1738.71
9150,715.51,404.15,282.05,338.22,1739.93
9152,714.29,404.15,282.05,338.22,1738.71
9154,715.51,402.93,282.05,338.22,1738.71
9156,715.51,404.15,282.05,338.22,1739.93
9158,714.29,404.15,282.05,339.44,1739.93
9160,714.29,404.15,283.27,338.22,1739.93
9162,714.29,405.37,282.05,338.22,1739.93
9164,713.06,405.37,282.05,338.22,1738.7
9166,714.29,405.37,282.05,338.22,1739.93
9168,714.29,404.15,282.05,337,1737.49
9170,714.29,405.37,282.05,339.44,1741.15
9172,715.51,405.37,282.05,338.22,1741.15
9174,714.29,405.37,282.05,338.22,1739.93
9176,714.29,404.15,282.05,338.22,1738.71
9178,714.29,404.15,282.05,338.22,1738.71
9180,714.29,404.15,282.05,338.22,1738.71
9182,714.29,405.37,282.05,339.44,1741.15
9184,714.29,405.37,282.05,338.22,1739.93
9186,714.29,404.15,282.05,338.22,1738.71
9188,715.51,402.93,282.05,339.44,1739.93
9190,715.51,404.15,282.05,338.22,1739.93
9192,715.51,402.93,282.05,338.22,1738.71
9194,714.29,404.15,282.05,338.22,1738.71
9196,714.29,402.93,282.05,338.22,1737.49
9198,715.51,404.15,282.05,337,1738.71
9200,714.29,404.15,282.05,338.22,1738.71
9202,714.29,404.15,282.05,338.22,1738.71
9204,715.51,402.93,282.05,338.22,1738.71
9206,714.29,402.93,282.05,338.22,1737.49
9208,715.51,405.37,283.27,339.44,1743.59
9210,715.51,402.93,282.05,337,1737.49
9212,714.29,404.15,283.27,338.22,1739.93
9214,715.51,402.93,283.27,339.44,1741.15
9216,715.51,404.15,282.05,338.22,1739.93
9218,714.29,404.15,282.05,338.22,1738.71
9220,715.51,404.15,282.05,339.44,1741.15
9222,715.51,404.15,282.05,339.44,1741.15
9224,715.51,402.93,283.27,338.22,1739.93
9226,715.51,402.93,282.05,338.22,1738.71
9228,715.51,402.93,282.05,338.22,1738.71
9230,714.29,402.93,282.05,339.44,1738.71
9232,714.29,402.93,282.05,338.22,1737.49
9234,715.51,402.93,282.05,338.22,1738.71
9236,715.51,402.93,282.05,338.22,1738.71
9238,715.51,404.15,282.05,338.22,1739.93
9240,715.51,404.15,282.05,338.22,1739.93
9242,715.51,404.15,282.05,338.22,1739.93
9244,715.51,402.93,282.05,338.22,1738.71
9246,716.73,402.93,283.27,338.22,1741.15
9248,715.51,402.93,282.05,338.22,1738.71
9250,715.51,402.93,282.05,338.22,1738.71
9252,715.51,402.93,282.05,338.22,1738.71
9254,714.29,402.93,283.27,339.44,1739.93
9256,715.51,404.15,282.05,338.22,1739.93
9258,715.51,402.93,282.05,339.44,1739.93
9260,714.29,402.93,283.27,338.22,1738.71
9262,715.51,402.93,282.05,339.44,1739.93
9264,713.06,404.15,283.27,339.44,1739.92
9266,714.29,404.15,283.27,338.22,1739.93
9268,714.29,404.15,282.05,339.44,1739.93
9270,714.29,402.93,282.05,338.22,1737.49
9272,714.29,404.15,282.05,338.22,1738.71
9274,714.29,404.15,283.27,338.22,1739.93
9276,715.51,402.93,282.05,338.22,1738.71
9278,715.51,404.15,282.05,338.22,1739.93
9280,715.51,402.93,283.27,338.22,1739.93
9282,714.29,404.15,282.05,338.22,1738.71
9284,716.73,402.93,282.05,339.44,1741.15
9286,715.51,402.93,282.05,338.22,1738.71
9288,714.29,404.15,282.05,339.44,1739.93
9290,715.51,402.93,282.05,338.22,1738.71
9292,714.29,404.15,282.05,339.44,1739.93
9294,714.29,402.93,282.05,338.22,1737.49
9296,714.29,404.15,282.05,339.44,1739.93
9298,714.29,404.15,282.05,339.44,1739.93
9300,714.29,404.15,282.05,339.44,1739.93
9302,714.29,405.37,282.05,339.44,1741.15
9304,714.29,404.15,283.27,338.22,1739.93
9306,713.06,404.15,283.27,338.22,1738.7
9308,714.29,405.37,282.05,338.22,1739.93
9310,714.29,404.15,282.05,338.22,1738.71
9312,714.29,405.37,282.05,338.22,1739.93
9314,714.29,402.93,282.05,338.22,1737.49
9316,714.29,405.37,282.05,338.22,1739.93
9318,713.06,404.15,282.05,338.22,1737.48
9320,714.29,404.15,282.05,339.44,1739.93
9322,711.84,407.81,284.49,338.22,1742.36
9324,711.84,406.59,283.27,338.22,1739.92
9326,711.84,407.81,283.27,337,1739.92
9328,711.84,407.81,283.27,338.22,1741.14
9330,711.84,407.81,283.27,338.22,1741.14
9332,711.84,407.81,283.27,337,1739.92
9334,711.84,406.59,283.27,338.22,1739.92
9336,711.84,406.59,282.05,338.22,1738.7
9338,711.84,405.37,282.05,338.22,1737.48
9340,711.84,406.59,282.05,338.22,1738.7
9342,711.84,406.59,282.05,337,1737.48
9344,711.84,406.59,282.05,338.22,1738.7
9346,713.06,406.59,283.27,338.22,1741.14
9348,713.06,406.59,283.27,337,1739.92
9350,714.29,405.37,282.05,338.22,1739.93
9352,714.29,404.15,282.05,339.44,1739.93
9354,714.29,404.15,282.05,339.44,1739.93
9356,714.29,404.15,282.05,339.44,1739.93
9358,713.06,404.15,282.05,339.44,1738.7
9360,714.29,404.15,280.83,339.44,1738.71
9362,714.29,404.15,282.05,339.44,1739.93
9364,714.29,405.37,280.83,339.44,1739.93
9366,713.06,404.15,280.83,338.22,1736.26
9368,714.29,405.37,282.05,338.22,1739.93
9370,714.29,404.15,280.83,339.44,1738.71
9372,714.29,404.15,282.05,338.22,1738.71
9374,713.06,404.15,282.05,340.66,1739.92
9376,714.29,404.15,280.83,338.22,1737.49
9378,711.84,405.37,280.83,339.44,1737.48
9380,714.29,404.15,282.05,339.44,1739.93
9382,713.06,404.15,280.83,339.44,1737.48
9384,713.06,404.15,282.05,339.44,1738.7
9386,714.29,404.15,282.05,339.44,1739.93
9388,714.29,404.15,280.83,339.44,1738.71
9390,715.51,405.37,282.05,338.22,1741.15
9392,713.06,402.93,280.83,339.44,1736.26
9394,713.06,404.15,282.05,338.22,1737.48
9396,714.29,402.93,282.05,339.44,1738.71
9398,714.29,404.15,280.83,338.22,1737.49
9400,714.29,405.37,280.83,339.44,1739.93
9402,713.06,404.15,282.05,338.22,1737.48
9404,714.29,404.15,282.05,338.22,1738.71
9406,714.29,404.15,280.83,339.44,1738.71
9408,713.06,404.15,282.05,338.22,1737.48
9410,714.29,402.93,280.83,339.44,1737.49
9412,713.06,404.15,282.05,339.44,1738.7
9414,714.29,404.15,282.05,338.22,1738.71
9416,715.51,404.15,282.05,339.44,1741.15
9418,714.29,402.93,280.83,339.44,1737.49
9420,714.29,404.15,280.83,338.22,1737.49
9422,713.06,404.15,280.83,339.44,1737.48
9424,714.29,404.15,282.05,339.44,1739.93
9426,714.29,404.15,280.83,339.44,1738.71
9428,713.06,404.15,282.05,339.44,1738.7
9430,714.29,404.15,280.83,338.22,1737.49
9432,714.29,404.15,280.83,339.44,1738.71
9434,714.29,402.93,282.05,339.44,1738.71
9436,714.29,404.15,280.83,339.44,1738.71
9438,714.29,402.93,282.05,338.22,1737.49
9440,713.06,404.15,282.05,339.44,1738.7
9442,714.29,404.15,282.05,338.22,1738.71
9444,714.29,404.15,282.05,339.44,1739.93
9446,714.29,404.15,282.05,339.44,1739.93
9448,714.29,404.15,282.05,339.44,1739.93
9450,714.29,404.15,280.83,338.22,1737.49
9452,713.06,402.93,280.83,338.22,1735.04
9454,714.29,404.15,282.05,338.22,1738.71
9456,714.29,404.15,280.83,338.22,1737.49
9458,714.29,402.93,280.83,338.22,1736.27
9460,714.29,402.93,280.83,339.44,1737.49
9462,711.84,406.59,282.05,338.22,1738.7
9464,714.29,404.15,282.05,338.22,1738.71
9466,711.84,405.37,282.05,338.22,1737.48
9468,713.06,405.37,282.05,338.22,1738.7
9470,713.06,405.37,282.05,339.44,1739.92
9472,713.06,406.59,282.05,338.22,1739.92
9474,713.06,405.37,282.05,339.44,1739.92
9476,711.84,405.37,282.05,338.22,1737.48
9478,713.06,405.37,282.05,338.22,1738.7
9480,713.06,404.15,282.05,338.22,1737.48
9482,714.29,405.37,282.05,338.22,1739.93
9484,713.06,405.37,282.05,338.22,1738.7
9486,714.29,405.37,282.05,338.22,1739.93
9488,714.29,405.37,282.05,338.22,1739.93
9490,713.06,405.37,282.05,339.44,1739.92
9492,714.29,405.37,282.05,339.44,1741.15
9494,713.06,405.37,282.05,339.44,1739.92
9496,713.06,405.37,282.05,338.22,1738.7
9498,714.29,405.37,282.05,338.22,1739.93
9500,714.29,405.37,282.05,339.44,1741.15
9502,713.06,406.59,282.05,337,1738.7
9504,713.06,406.59,282.05,338.22,1739.92
9506,713.06,405.37,282.05,339.44,1739.92
9508,713.06,405.37,282.05,339.44,1739.92
9510,714.29,405.37,282.05,339.44,1741.15
9512,710.62,406.59,282.05,338.22,1737.48
9514,711.84,407.81,282.05,338.22,1739.92
9516,710.62,406.59,282.05,338.22,1737.48
9518,711.84,406.59,282.05,338.22,1738.7
9520,711.84,406.59,282.05,338.22,1738.7
9522,711.84,406.59,282.05,338.22,1738.7
9524,711.84,406.59,282.05,338.22,1738.7
9526,711.84,406.59,282.05,338.22,1738.7
9528,713.06,405.37,282.05,339.44,1739.92
9530,714.29,405.37,280.83,338.22,1738.71
9532,714.29,404.15,282.05,339.44,1739.93
9534,711.84,406.59,282.05,339.44,1739.92
9536,711.84,406.59,282.05,339.44,1739.92
9538,713.06,406.59,282.05,338.22,1739.92
9540,713.06,406.59,282.05,339.44,1741.14
9542,713.06,406.59,283.27,338.22,1741.14
9544,713.06,406.59,282.05,338.22,1739.92
9546,711.84,406.59,282.05,338.22,1738.7
9548,713.06,405.37,282.05,338.22,1738.7
9550,714.29,406.59,282.05,339.44,1742.37
9552,713.06,406.59,282.05,339.44,1741.14
9554,711.84,405.37,282.05,339.44,1738.7
9556,713.06,406.59,282.05,338.22,1739.92
9558,711.84,406.59,282.05,338.22,1738.7
9560,711.84,406.59,283.27,339.44,1741.14
9562,714.29,405.37,282.05,338.22,1739.93
9564,713.06,405.37,282.05,338.22,1738.7
9566,713.06,405.37,282.05,339.44,1739.92
9568,713.06,405.37,282.05,338.22,1738.7
9570,713.06,405.37,282.05,338.22,1738.7
9572,714.29,406.59,282.05,338.22,1741.15
9574,713.06,405.37,282.05,337,1737.48
9576,713.06,405.37,282.05,338.22,1738.7
9578,714.29,405.37,282.05,339.44,1741.15
9580,713.06,405.37,282.05,338.22,1738.7
9582,713.06,405.37,282.05,339.44,1739.92
9584,714.29,405.37,282.05,338.22,1739.93
9586,713.06,404.15,282.05,338.22,1737.48
9588,713.06,404.15,282.05,339.44,1738.7
9590,713.06,404.15,283.27,338.22,1738.7
9592,713.06,405.37,283.27,338.22,1739.92
9594,713.06,405.37,282.05,338.22,1738.7
9596,714.29,404.15,282.05,338.22,1738.71
9598,713.06,405.37,282.05,338.22,1738.7
9600,713.06,404.15,283.27,339.44,1739.92
9602,714.29,405.37,282.05,338.22,1739.93
9604,714.29,405.37,282.05,338.22,1739.93
9606,714.29,405.37,282.05,338.22,1739.93
9608,714.29,405.37,282.05,339.44,1741.15
9610,713.06,405.37,283.27,339.44,1741.14
9612,713.06,405.37,282.05,338.22,1738.7
9614,714.29,406.59,282.05,338.22,1741.15
9616,713.06,406.59,282.05,338.22,1739.92
9618,714.29,406.59,282.05,338.22,1741.15
9620,713.06,406.59,282.05,338.22,1739.92
9622,714.29,404.15,282.05,339.44,1739.93
9624,711.84,406.59,282.05,339.44,1739.92
9626,713.06,406.59,282.05,338.22,1739.92
9628,711.84,406.59,280.83,338.22,1737.48
9630,711.84,406.59,282.05,339.44,1739.92
9632,713.06,406.59,280.83,338.22,1738.7
9634,714.29,405.37,282.05,338.22,1739.93
9636,714.29,404.15,282.05,339.44,1739.93
9638,713.06,405.37,282.05,338.22,1738.7
9640,713.06,405.37,282.05,338.22,1738.7
9642,714.29,404.15,282.05,339.44,1739.93
9644,714.29,404.15,282.05,338.22,1738.71
9646,714.29,405.37,282.05,339.44,1741.15
9648,714.29,404.15,282.05,338.22,1738.71
9650,714.29,406.59,282.05,339.44,1742.37
9652,713.06,405.37,282.05,338.22,1738.7
9654,713.06,405.37,280.83,338.22,1737.48
9656,714.29,404.15,280.83,339.44,1738.71
9658,714.29,404.15,280.83,338.22,1737.49
9660,714.29,405.37,282.05,338.22,1739.93
9662,714.29,405.37,280.83,339.44,1739.93
9664,713.06,404.15,282.05,339.44,1738.7
9666,714.29,406.59,282.05,338.22,1741.15
9668,714.29,405.37,280.83,338.22,1738.71
9670,714.29,405.37,282.05,338.22,1739.93
9672,714.29,404.15,280.83,339.44,1738.71
9674,714.29,405.37,282.05,338.22,1739.93
9676,714.29,404.15,282.05,339.44,1739.93
9678,714.29,405.37,282.05,338.22,1739.93
9680,714.29,404.15,280.83,339.44,1738.71
9682,714.29,405.37,282.05,339.44,1741.15
9684,714.29,405.37,282.05,338.22,1739.93
9686,714.29,405.37,282.05,338.22,1739.93
9688,715.51,404.15,282.05,338.22,1739.93
9690,714.29,404.15,282.05,338.22,1738.71
9692,715.51,404.15,282.05,339.44,1741.15
9694,714.29,404.15,280.83,338.22,1737.49
9696,715.51,404.15,282.05,338.22,1739.93
9698,714.29,405.37,282.05,339.44,1741.15
9700,714.29,404.15,280.83,339.44,1738.71
9702,714.29,404.15,280.83,339.44,1738.71
9704,714.29,404.15,282.05,339.44,1739.93
9706,714.29,404.15,280.83,339.44,1738.71
9708,714.29,405.37,282.05,339.44,1741.15
9710,714.29,404.15,282.05,339.44,1739.93
9712,714.29,404.15,282.05,339.44,1739.93
9714,714.29,404.15,282.05,338.22,1738.71
9716,714.29,404.15,282.05,339.44,1739.93
9718,714.29,404.15,282.05,339.44,1739.93
9720,715.51,402.93,282.05,339.44,1739.93
9722,714.29,404.15,282.05,339.44,1739.93
9724,714.29,404.15,282.05,339.44,1739.93
9726,714.29,404.15,282.05,339.44,1739.93
9728,714.29,404.15,282.05,339.44,1739.93
9730,715.51,405.37,282.05,338.22,1741.15
9732,714.29,404.15,282.05,339.44,1739.93
9734,714.29,404.15,282.05,339.44,1739.93
9736,714.29,404.15,282.05,339.44,1739.93
9738,714.29,404.15,282.05,339.44,1739.93
9740,714.29,405.37,282.05,339.44,1741.15
9742,714.29,405.37,280.83,338.22,1738.71
9744,714.29,404.15,282.05,338.22,1738.71
9746,713.06,405.37,282.05,339.44,1739.92
9748,714.29,404.15,280.83,339.44,1738.71
9750,714.29,404.15,282.05,339.44,1739.93
9752,714.29,404.15,280.83,339.44,1738.71
9754,715.51,404.15,282.05,338.22,1739.93
9756,714.29,404.15,282.05,339.44,1739.93
9758,714.29,404.15,280.83,339.44,1738.71
9760,714.29,405.37,280.83,338.22,1738.71
9762,715.51,404.15,282.05,339.44,1741.15
9764,714.29,404.15,282.05,339.44,1739.93
9766,714.29,404.15,282.05,338.22,1738.71
9768,714.29,404.15,280.83,338.22,1737.49
9770,714.29,404.15,280.83,338.22,1737.49
9772,714.29,404.15,282.05,338.22,1738.71
9774,714.29,404.15,282.05,338.22,1738.71
9776,714.29,404.15,282.05,338.22,1738.71
9778,714.29,404.15,282.05,338.22,1738.71
9780,715.51,404.15,282.05,338.22,1739.93
9782,714.29,404.15,282.05,339.44,1739.93
9784,715.51,406.59,280.83,338.22,1741.15
9786,714.29,405.37,280.83,338.22,1738.71
9788,714.29,404.15,282.05,338.22,1738.71
9790,714.29,405.37,282.05,338.22,1739.93
9792,714.29,404.15,282.05,338.22,1738.71
9794,715.51,404.15,282.05,338.22,1739.93
9796,715.51,404.15,282.05,339.44,1741.15
9798,714.29,404.15,282.05,338.22,1738.71
9800,714.29,404.15,283.27,338.22,1739.93
9802,714.29,405.37,282.05,339.44,1741.15
9804,714.29,405.37,282.05,338.22,1739.93
9806,714.29,404.15,282.05,338.22,1738.71
9808,714.29,405.37,282.05,338.22,1739.93
9810,714.29,405.37,282.05,338.22,1739.93
9812,714.29,404.15,282.05,339.44,1739.93
9814,714.29,405.37,282.05,338.22,1739.93
9816,714.29,404.15,282.05,338.22,1738.71
9818,714.29,404.15,282.05,338.22,1738.71
9820,714.29,405.37,282.05,339.44,1741.15
9822,715.51,404.15,280.83,339.44,1739.93
9824,714.29,404.15,280.83,338.22,1737.49
9826,714.29,405.37,280.83,339.44,1739.93
9828,714.29,404.15,280.83,338.22,1737.49
9830,714.29,404.15,282.05,339.44,1739.93
9832,714.29,404.15,282.05,339.44,1739.93
9834,714.29,405.37,282.05,338.22,1739.93
9836,715.51,404.15,282.05,339.44,1741.15
9838,715.51,404.15,282.05,339.44,1741.15
9840,715.51,405.37,282.05,339.44,1742.37
9842,714.29,404.15,282.05,339.44,1739.93
9844,714.29,404.15,282.05,339.44,1739.93
9846,715.51,405.37,282.05,338.22,1741.15
9848,714.29,404.15,282.05,338.22,1738.71
9850,714.29,405.37,282.05,339.44,1741.15
9852,715.51,405.37,280.83,338.22,1739.93
9854,714.29,405.37,282.05,339.44,1741.15
9856,715.51,405.37,280.83,338.22,1739.93
9858,715.51,404.15,282.05,338.22,1739.93
9860,715.51,404.15,282.05,339.44,1741.15
9862,714.29,404.15,282.05,338.22,1738.71
9864,714.29,404.15,282.05,338.22,1738.71
9866,714.29,404.15,282.05,338.22,1738.71
9868,714.29,404.15,280.83,338.22,1737.49
9870,714.29,404.15,282.05,339.44,1739.93
9872,715.51,404.15,282.05,338.22,1739.93
9874,714.29,404.15,282.05,338.22,1738.71
9876,714.29,404.15,282.05,338.22,1738.71
9878,715.51,404.15,282.05,339.44,1741.15
9880,714.29,404.15,282.05,338.22,1738.71
9882,714.29,405.37,282.05,338.22,1739.93
9884,714.29,405.37,282.05,338.22,1739.93
9886,714.29,405.37,282.05,339.44,1741.15
9888,714.29,405.37,282.05,339.44,1741.15
9890,715.51,404.15,280.83,340.66,1741.15
9892,715.51,404.15,282.05,339.44,1741.15
9894,714.29,405.37,280.83,339.44,1739.93
9896,714.29,405.37,282.05,339.44,1741.15
9898,714.29,404.15,280.83,339.44,1738.71
9900,714.29,405.37,282.05,338.22,1739.93
9902,714.29,404.15,282.05,339.44,1739.93
9904,715.51,404.15,280.83,339.44,1739.93
9906,714.29,405.37,282.05,339.44,1741.15
9908,714.29,404.15,280.83,339.44,1738.71
9910,714.29,404.15,282.05,338.22,1738.71
9912,714.29,404.15,282.05,338.22,1738.71
9914,715.51,404.15,282.05,338.22,1739.93
9916,715.51,404.15,282.05,338.22,1739.93
9918,714.29,405.37,282.05,339.44,1741.15
9920,714.29,404.15,282.05,338.22,1738.71
9922,714.29,405.37,282.05,338.22,1739.93
9924,714.29,405.37,282.05,339.44,1741.15
9926,714.29,404.15,280.83,339.44,1738.71
9928,714.29,404.15,280.83,338.22,1737.49
9930,714.29,405.37,282.05,339.44,1741.15
9932,715.51,404.15,282.05,338.22,1739.93
9934,715.51,404.15,280.83,338.22,1738.71
9936,715.51,404.15,282.05,339.44,1741.15
9938,714.29,404.15,280.83,338.22,1737.49
9940,714.29,404.15,280.83,338.22,1737.49
9942,715.51,404.15,282.05,338.22,1739.93
9944,714.29,404.15,282.05,339.44,1739.93
9946,713.06,404.15,282.05,339.44,1738.7
9948,714.29,404.15,282.05,339.44,1739.93
9950,714.29,404.15,280.83,338.22,1737.49
9952,715.51,405.37,280.83,338.22,1739.93
9954,714.29,404.15,282.05,338.22,1738.71
9956,714.29,404.15,282.05,339.44,1739.93
9958,714.29,404.15,282.05,338.22,1738.71
9960,714.29,404.15,282.05,338.22,1738.71
9962,714.29,404.15,280.83,339.44,1738.71
9964,714.29,404.15,280.83,338.22,1737.49
9966,714.29,404.15,282.05,339.44,1739.93
9968,714.29,404.15,282.05,339.44,1739.93
9970,714.29,405.37,282.05,338.22,1739.93
9972,715.51,404.15,282.05,338.22,1739.93
9974,715.51,404.15,282.05,339.44,1741.15
9976,714.29,404.15,282.05,339.44,1739.93
9978,714.29,405.37,282.05,339.44,1741.15
9980,714.29,405.37,282.05,339.44,1741.15
9982,714.29,404.15,282.05,338.22,1738.71
9984,714.29,405.37,282.05,339.44,1741.15
9986,714.29,404.15,282.05,338.22,1738.71
9988,714.29,406.59,280.83,339.44,1741.15
9990,714.29,405.37,282.05,339.44,1741.15
9992,714.29,405.37,282.05,339.44,1741.15
9994,714.29,405.37,282.05,338.22,1739.93
9996,713.06,405.37,282.05,338.22,1738.7
9998,714.29,405.37,282.05,339.44,1741.15
10000,713.06,405.37,282.05,338.22,1738.7
10001,714.29,405.37,282.05,339.44,1741.15
10003,714.29,404.15,282.05,338.22,1738.71
10005,714.29,405.37,282.05,338.22,1739.93
10007,714.29,405.37,280.83,338.22,1738.71
10009,714.29,405.37,282.05,338.22,1739.93
10011,714.29,405.37,282.05,339.44,1741.15
10013,714.29,405.37,282.05,338.22,1739.93
10015,714.29,404.15,282.05,338.22,1738.71
10017,714.29,404.15,282.05,338.22,1738.71
10019,713.06,405.37,282.05,338.22,1738.7
10021,714.29,404.15,282.05,338.22,1738.71
10023,714.29,405.37,282.05,338.22,1739.93
10025,714.29,404.15,282.05,339.44,1739.93
10027,714.29,404.15,280.83,338.22,1737.49
10029,714.29,405.37,280.83,339.44,1739.93
10031,714.29,404.15,280.83,338.22,1737.49
10033,715.51,404.15,282.05,339.44,1741.15
10035,714.29,405.37,282.05,338.22,1739.93
10037,713.06,404.15,282.05,338.22,1737.48
10039,715.51,404.15,282.05,339.44,1741.15
10041,714.29,404.15,282.05,338.22,1738.71
10043,714.29,404.15,282.05,338.22,1738.71
10045,714.29,404.15,282.05,338.22,1738.71
10047,714.29,404.15,282.05,338.22,1738.71
10049,714.29,404.15,282.05,338.22,1738.71
10051,714.29,404.15,282.05,338.22,1738.71
10053,714.29,404.15,282.05,338.22,1738.71
10055,714.29,404.15,283.27,338.22,1739.93
10057,714.29,405.37,283.27,339.44,1742.37
10059,714.29,405.37,280.83,338.22,1738.71
10061,714.29,404.15,282.05,338.22,1738.71
10063,714.29,406.59,282.05,338.22,1741.15
10065,714.29,405.37,282.05,339.44,1741.15
10067,714.29,405.37,282.05,338.22,1739.93
10069,714.29,405.37,283.27,338.22,1741.15
10071,714.29,405.37,282.05,338.22,1739.93
10073,714.29,405.37,282.05,338.22,1739.93
10075,714.29,404.15,282.05,338.22,1738.71
10077,714.29,405.37,280.83,338.22,1738.71
10079,714.29,405.37,282.05,338.22,1739.93
10081,714.29,405.37,282.05,338.22,1739.93
10083,714.29,404.15,280.83,338.22,1737.49
10085,714.29,404.15,280.83,338.22,1737.49
10087,714.29,404.15,282.05,339.44,1739.93
10089,714.29,405.37,282.05,338.22,1739.93
10091,714.29,404.15,282.05,338.22,1738.71
10093,714.29,404.15,280.83,338.22,1737.49
10095,713.06,404.15,283.27,339.44,1739.92
10097,714.29,404.15,282.05,338.22,1738.71
10099,714.29,404.15,282.05,339.44,1739.93
10101,714.29,404.15,282.05,338.22,1738.71
10103,714.29,404.15,282.05,338.22,1738.71
10105,714.29,404.15,282.05,338.22,1738.71
10107,714.29,404.15,282.05,339.44,1739.93
10109,714.29,405.37,282.05,338.22,1739.93
10111,714.29,405.37,282.05,338.22,1739.93
10113,714.29,405.37,282.05,339.44,1741.15
10115,714.29,404.15,282.05,339.44,1739.93
10117,714.29,405.37,282.05,338.22,1739.93
10119,714.29,406.59,282.05,338.22,1741.15
10121,714.29,405.37,282.05,339.44,1741.15
10123,714.29,404.15,282.05,338.22,1738.71
10125,713.06,405.37,282.05,338.22,1738.7
10127,714.29,405.37,282.05,339.44,1741.15
10129,714.29,405.37,282.05,338.22,1739.93
10131,713.06,405.37,282.05,338.22,1738.7
10133,714.29,404.15,282.05,339.44,1739.93
10135,713.06,405.37,283.27,338.22,1739.92
10137,714.29,404.15,282.05,338.22,1738.71
10139,714.29,405.37,282.05,338.22,1739.93
10141,714.29,405.37,282.05,338.22,1739.93
10143,714.29,405.37,282.05,338.22,1739.93
10145,714.29,405.37,282.05,338.22,1739.93
10147,714.29,405.37,282.05,338.22,1739.93
10149,714.29,405.37,280.83,338.22,1738.71
10151,714.29,405.37,282.05,338.22,1739.93
10153,714.29,405.37,282.05,338.22,1739.93
10155,714.29,404.15,283.27,339.44,1741.15
10157,714.29,405.37,282.05,339.44,1741.15
10159,714.29,405.37,282.05,338.22,1739.93
10161,714.29,404.15,282.05,338.22,1738.71
10163,714.29,405.37,282.05,338.22,1739.93
10165,714.29,405.37,282.05,338.22,1739.93
10167,714.29,405.37,282.05,338.22,1739.93
10169,714.29,404.15,282.05,339.44,1739.93
10171,713.06,405.37,282.05,338.22,1738.7
10173,714.29,404.15,283.27,338.22,1739.93
10175,713.06,404.15,282.05,338.22,1737.48
10177,714.29,404.15,282.05,338.22,1738.71
10179,714.29,405.37,283.27,338.22,1741.15
10181,714.29,404.15,282.05,338.22,1738.71
10183,714.29,405.37,282.05,338.22,1739.93
10185,714.29,405.37,282.05,338.22,1739.93
10187,713.06,404.15,282.05,339.44,1738.7
10189,714.29,404.15,282.05,338.22,1738.71
10191,714.29,404.15,282.05,338.22,1738.71
